15.3874	283.005
28.3808	304.302
23.0974	297.554
29.4869	309.18
28.6291	300.573
25.2457	300.522
37.4908	301.249
26.9409	311.862
16.6274	284.525
35.3759	318.968
33.9698	310.829
34.8059	308.384
17.9887	298.55
27.3487	338.072
16.8859	302.639
37.1293	297.572
40.7056	294.765
22.5548	298.629
40.243	287.04
32.3794	300.59
26.2927	304.11
21.4979	310.274
33.0542	317.28
26.096	306.028
36.8072	284.385
22.4838	320.047
25.5379	279.615
22.0572	291.759
22.387	304.071
38.5326	305.311
28.3432	313.135
22.9802	321.889
28.1916	297.514
33.6831	321.119
25.89	315.159
24.8456	328.545
27.3377	302.614
23.0912	314.864
31.639	318.368
33.2996	312.623
26.1908	321.477
30.0905	303.898
38.3115	305.034
23.6639	309.408
33.0366	288.623
27.6011	298.161
36.8871	298.814
23.3213	308.131
20.4279	294.34
31.1388	315.023
20.6541	311.188
23.7232	273.497
39.9956	299.914
24.8591	310.083
31.9107	331.336
33.6866	300.256
31.5916	313.999
37.1354	307.217
21.7268	306.063
36.377	279.354
35.7365	314.879
27.757	310.684
31.2168	288.554
29.7074	269.651
29.7522	299.826
25.7246	312.837
41.1872	286.277
24.8091	314.172
32.6766	286.52
36.8174	318.394
29.1778	293.598
39.4922	286.033
22.187	305.573
24.0506	308.592
33.9437	284.001
14.6117	287.048
37.1578	276.049
27.1369	310.716
25.9825	318.944
29.769	318.19
23.1928	324.146
30.6016	296.583
37.9681	301.745
32.531	302.546
23.1624	307.969
27.6365	313.486
25.0556	295.346
28.5638	306.636
32.6497	302.095
34.3338	303.441
30.1464	296.422
23.1657	319.894
31.5326	307.421
21.686	302.836
18.1751	318.229
26.5587	312.182
28.6443	324.45
24.1362	303.201
17.7656	298.289
28.146	291.844
20.5683	333.186
28.9958	317.328
40.9523	280.331
32.594	303.159
19.5704	312.876
25.3627	299.171
27.6821	312.114
30.677	310.386
32.4571	313.296
24.6114	309.85
33.0353	312.647
21.4692	296.418
34.3729	294.68
29.9379	315.53
34.1283	305.396
11.6757	283.234
30.5561	301.453
40.3858	319.065
40.9543	283.347
21.1185	325.53
34.5707	285.968
35.8839	312.572
32.762	299.344
26.0167	297.338
32.0752	292.032
27.1362	305.305
24.5326	277.474
16.8023	314.992
33.8834	300.208
28.154	305.173
42.4943	314.041
34.8166	308.368
21.7927	296.053
29.66	298.544
35.1506	305.083
21.632	285.599
20.7449	302.304
23.2377	310.427
27.6118	309.242
32.7478	308.47
31.9902	297.719
26.2935	289.27
38.4534	303.765
18.5321	304.486
30.4394	300.107
28.3821	305.937
25.5134	286.648
39.3168	297.835
26.583	299.731
21.9636	325.695
28.6336	293.76
29.6149	289.148
24.9604	291.249
29.2784	301.201
36.8205	306.371
22.9891	291.118
37.0465	297.075
31.07	319.874
18.1648	292.688
15.9085	317.386
24.1354	292.396
35.3167	308.794
22.4406	298.398
25.139	315.268
31.1974	319.104
25.0822	295.376
20.1132	314.708
21.6162	312.759
27.4802	312.541
32.4188	318.219
26.2728	305.923
35.6342	285.518
26.4867	303.361
33.6811	302.767
32.7071	300.723
21.3981	293.175
24.5371	302.293
39.4147	321.293
30.126	315.562
19.4575	315.211
33.7441	304.209
35.8881	299.144
28.8673	306.383
40.898	301.954
29.2325	324.564
18.4216	334.971
35.0331	303.158
30.4821	335.263
34.3403	321.64
23.4408	302.314
22.195	314.103
39.0896	277.678
29.8685	295.585
32.1705	292.357
33.2207	316.309
16.0675	297.45
25.13	281.938
31.5157	292.707
34.2525	309.472
27.5472	296.163
75.4223	329.963
48.1052	340.654
60.8151	342.859
72.6062	332.234
82.1985	343.1
45.9646	353.297
53.6977	344.56
85.6645	322.595
71.598	348.444
59.8684	343.818
57.3655	346.599
50.5183	350.119
88.913	345.476
69.6571	348.88
80.8274	332.065
60.7883	345.033
63.9257	351.836
84.9105	336.511
57.7058	342.59
18.9137	360.333
69.4284	341.274
61.8407	327.943
57.4072	330.07
66.1577	341.665
62.2519	338.354
59.3432	348.18
55.6716	334.441
82.5646	339.743
60.246	337.516
85.45	329.676
62.3961	328.902
57.9156	336.792
64.6246	344.226
71.9118	335.826
65.0724	341.556
62.1684	339.182
55.4882	351.817
59.2079	350.119
39.1401	343.114
91.2204	333.043
59.6604	339.056
68.0726	338.67
58.7146	328.518
60.3508	340.674
76.8149	332.831
79.7955	326.888
63.7636	330.684
55.1365	349.049
69.5625	344.113
57.0065	344.491
76.0417	338.054
57.8433	341.642
69.7432	345.52
61.6854	358.054
60.0079	348.671
48.2698	344.224
88.4848	329.965
45.0496	357.599
72.678	341.062
42.7837	348.922
89.9984	339.043
67.6848	342.417
49.8683	344.48
79.6851	336.886
74.7567	338.209
71.4859	336.949
71.4403	337.758
80.8063	336.912
76.6539	341.132
77.3197	334.622
69.5726	338.884
62.1939	342.564
60.7387	339.599
65.3129	337.083
88.2802	344.821
70.8397	339.782
56.7204	343.295
53.344	341.541
49.8316	341.672
35.2269	352.619
50.2652	347.695
60.198	343.15
49.2196	345.45
61.4325	335.825
56.5379	340.036
51.998	346.097
49.8939	344.286
53.498	347.359
93.1028	336.944
90.2521	334.133
83.5913	345.569
73.7373	339.929
80.1354	333.494
61.7561	340.365
91.3596	325.118
57.2937	348.983
49.1279	348.192
64.1448	337.654
62.1505	339.739
54.2389	348.538
55.0887	341.289
65.9364	329.573
69.135	335.983
52.2265	343.91
54.6052	348.674
75.8231	327.419
50.3364	352.312
54.1083	342.261
72.0013	331.143
73.7926	336.857
74.9472	338.047
82.2035	326.795
34.0506	342.936
64.9185	339.606
56.795	338.367
64.6934	348.974
71.0326	336.897
54.6867	345.661
53.201	345.826
64.5291	330.487
59.8724	338.373
53.7563	329.815
89.3189	332.199
71.6015	338.352
65.3562	351.091
39.609	354.859
59.8224	343.774
75.6505	340.321
70.5344	348.016
62.1467	328.988
68.9567	336.396
68.689	329.424
52.8841	355.081
63.4884	338.024
57.3459	340.418
81.0102	333.88
99.2716	333.954
86.2806	327.924
60.7558	340.141
64.2307	336.95
71.6493	336.237
83.2757	348.15
69.9065	333.264
78.751	333.538
84.0955	349.502
93.4685	330.951
46.6388	353.632
38.2691	359.197
88.6514	341.324
87.8273	326.105
65.0028	342.231
78.7355	327.652
82.1707	328.073
49.4505	342.607
80.0895	340.098
79.63	340.933
71.8385	346.867
71.1001	331.826
60.4502	344.219
60.4397	339.304
51.3491	345.758
78.0276	323.731
75.6641	335.811
59.5626	344.096
91.9134	328.856
46.968	349.941
61.9045	345.799
48.0562	346.487
70.8813	341.563
70.3144	335.893
52.9405	334.315
49.3552	346.845
58.4424	340.583
75.4716	326.411
67.5115	339.529
87.4768	329.461
56.2154	347.235
66.9533	343.176
77.0928	338.741
66.0063	346.823
63.4097	346.867
77.5585	323.283
39.9029	355.049
44.4524	353.154
98.1709	337.542
67.5865	339.239
59.7337	335.339
87.3303	336.789
58.0807	338.966
78.4872	331.85
48.358	342.378
76.6932	339.005
74.205	343.109
59.0218	354.691
50.3419	357.78
70.037	332.913
73.2124	348.451
62.8202	336.039
58.3055	349.687
55.7016	341.033
76.3354	301.501
80.5925	302.745
75.8668	297.697
80.9358	302.661
75.1106	287.294
82.4965	292.235
54.2917	298.524
103.972	300.061
83.164	292.798
72.2146	303.702
89.464	306.834
84.0679	301.414
76.5786	310.208
76.7473	292.925
58.0051	291.089
67.2093	294.887
89.3281	291.608
81.7696	302.945
95.7065	298
79.9998	307.418
100.732	301.007
63.9283	302.106
83.5598	284.269
69.0648	291.665
82.0715	299.392
87.2094	303.042
79.0575	303.121
107.356	301.126
80.5213	297.767
69.6544	303.222
79.3839	307.725
87.8056	299.438
75.809	300.136
73.3416	289.507
50.9415	297.286
80.8803	300.267
107.367	313.61
58.8964	295.965
81.972	301.256
92.4063	295.78
91.4774	297.481
95.8669	292.341
66.0035	293.187
103.269	302.816
91.9112	284.15
101.913	302.638
86.3059	302.455
107.436	298.27
91.1474	306.532
92.5671	297.675
63.3361	306.86
81.7067	296.614
77.1998	303.841
72.4288	297.396
90.6628	301.548
102.013	299.773
86.3881	303.515
82.3017	303.612
83.8917	294.072
80.5144	298.402
76.9594	294.565
67.6394	302.544
112.704	303.091
100.017	295.051
68.9817	302.987
45.8417	283.433
100.378	298.517
79.2286	294.691
87.729	296.434
78.2157	285.116
65.8965	302.538
94.9885	305.927
58.8004	296.716
95.445	301.29
75.7928	295.114
70.9944	310.216
86.2834	307.487
81.4721	295.225
71.1778	302.129
86.5526	312.966
87.6179	303.213
83.6424	306.825
94.1193	298.624
103.729	304.024
96.3716	304.739
99.8737	291.992
87.6281	293.749
122.229	304.855
60.0117	307.936
96.0163	302.217
86.8375	293.298
72.0202	301.715
130.423	300.909
78.1625	295.356
74.9541	292.633
76.0281	307.592
70.6553	307.191
79.7787	292.243
106.307	301.867
62.582	299.675
66.3769	303.74
106.239	300.68
66.9107	305.126
108.372	291.313
93.1547	301.894
108.689	295.862
104.123	294.577
91.7772	309.533
70.4957	297.623
60.7483	303.031
105.583	298.587
70.9742	296.443
101.555	305.67
76.6096	291.261
64.0143	312.402
86.9355	295.99
74.391	296.627
95.2838	291.829
88.2303	304.21
99.5979	298.748
83.6831	307.828
77.0163	306.81
141.423	305.955
88.3403	296.258
95.0988	293.365
88.9044	302.549
64.2966	308.525
87.0747	299.143
68.1045	293.522
102.331	299.409
64.1248	298.764
102.357	293.608
133.211	312.302
87.0064	304.965
68.0214	291.425
86.9424	298.192
87.5543	289.551
112.912	299.693
68.8679	295.497
61.9891	293.415
96.8401	309.081
85.5216	297.941
56.5369	297.859
105.232	294.566
62.8538	297.863
81.9865	295.296
91.8488	299.828
97.9261	297.193
80.5753	298.11
66.559	291.953
108.391	295.919
73.5447	316.981
73.3953	300.795
113.615	302.402
62.0053	294.87
74.5534	302.084
74.2543	300.2
81.795	300.74
85.7949	299.105
86.4387	295.723
69.9362	302.072
92.9341	301.771
95.6914	290.193
79.0833	292.524
88.7708	300.183
91.1546	286.437
94.1682	306.697
70.7622	293.892
62.9584	290.311
89.4656	298.795
92.4576	296.028
86.6589	292.392
92.2009	284.992
86.44	303.413
92.4737	295.572
76.6309	290.323
79.9852	282.401
98.044	301.838
81.8897	300.455
133.735	302.476
98.7159	310.604
77.6313	295.965
81.7083	290.402
97.2549	301.525
113.488	300.139
93.2935	291.934
87.8872	303.704
85.2984	300.712
67.6873	290.096
85.4946	300.659
85.3859	294.905
79.7059	288.839
95.4932	296.291
70.7893	290.492
88.7439	301.723
88.718	305.176
86.3803	316.229
73.3494	294.756
51.9895	294.49
89.4059	313.673
83.4675	258.261
35.7946	268.079
64.3284	257.067
82.195	241.472
43.2506	261.307
36.2445	263.445
79.2475	263.577
45.4469	252.104
63.7947	254.112
50.7815	260.245
63.226	253.377
62.6382	241.253
38.2791	270.202
61.1348	264.529
65.0587	256.206
68.6028	263.042
43.4326	255.028
57.1976	260.469
46.2379	265.754
47.7403	263.294
40.1105	258.983
60.4489	254.527
40.1491	253.432
35.0743	254.169
64.793	256.255
